title,artist_name,artist.hotttnesss,duration,familiarity,key,loudness,mode,tempo,time_signature
Shades Of Love,Tom Barabas,0.393622172,336.66567,0.448025346,5,-13.25,1,138.021,4
Finally (Album Version),T.G. Sheppard,0.343281882,228.85832,0.449323615,3,-12.923,1,118.198,4
Que Vas A Hacer?,Daddy Yankee / May-Be,0.562506672,199.47057,0.908984296,9,-6.331,0,91.988,4
Slow Down,Carlton Livingston,0.377869966,201.97832,0.486244347,8,-15.845,1,90.59,5
36 Grad (Paul van Dyk's Vandit Clubmix),2raumwohnung,0.397569595,449.38404,0.664559979,0,-8.213,1,134.033,4
Born To Run,Suzi Quatro,0.406642649,301.21751,0.627361447,9,-5.308,1,131.568,4
This is My Year,Mac Dre,0.51646433,256.83546,0.750492075,7,-10.882,1,170.029,4
Soleariyas,Juan Carmona,0.31267856,338.96444,0.410912881,6,-13.486,1,110.361,1
Il a suffit d'une chanson d'amour,Christian adam,0.236832078,163.5522,0.349507478,10,-11.667,1,139.315,3
Gamilia Patinada,Nikos Kalaintzis,0,141.34812,0.207491247,5,-15.279,1,154.099,1
I'm So Bored With The U.S.A.,The Clash,0.60118606,140.77342,0.775797363,9,-8.331,1,203.944,3
Mi Ni Yu Wo,Denise Ho,0.373639131,239.41179,0.472790997,7,-2.572,1,147.97,4
If Money Talks,Jason & The Scorchers,0.414783863,154.8273,0.500510256,7,-3.471,1,175.945,4
Yi Ji Ji Zhong,Cookies,0.312827767,200.41098,0.478804445,5,-7.759,1,84.977,4
Good Girl Gone Bad,Rihanna,0.908202619,213.26322,0.917863906,5,-6.146,0,94.987,4
Hard To Admit,Jessie Lee Miller,0,142.21016,0.528509678,2,-15.344,1,125.217,4
I Must Tell Somebody,Daywind Studio Musicians,0.346781042,219.48036,0.437463586,10,-12.911,1,129.956,4
Laurie And Martin,Max Steiner,0.355491136,51.48689,0.471894876,9,-15.993,1,64.798,1
Shine For Jesus,Sister Rosetta Tharpe,0.360350448,116.45342,0.553104833,0,-21.623,1,97.519,4
Rollin' and Tumblin',R.L. Burnside,0.466628889,196.88444,0.701180874,0,-10.426,0,107.601,1
He's Waitin',DMZ,0.327258977,178.96444,0.469991963,7,-8.007,1,156.616,4
Evening Prayer,Don Gibson,0.379651219,148.06159,0.540750151,7,-19.002,1,95.389,3
Sweet Lover Hangover,Love and Rockets,0.414404495,311.19628,0.634785013,5,-9.356,1,97.036,4
Gay Ranchero,The Mystic Moods Orchestra,0.169797033,147.33016,0.324422217,0,-21.437,1,124.508,4
Thank You For Calling,Billy Walker,0.297180944,133.56363,0.448111564,0,-32.887,1,78.902,3
Sample Track 11,Simon Harris,0.207675838,187.16689,0.39076084,9,-15.787,0,114.169,1
Christina The Astonishing (2010 Digital Remaster),Nick Cave & The Bad Seeds,0.479407676,290.95138,0.681581305,3,-15.456,1,109.857,4
Hello,LL Cool J / Amil,0.544321915,232.14975,0.749217793,10,-3.952,0,184.15,4
Ja Soc Aqui,Gato Perez,0.305288008,274.85995,0.412736418,7,-11.961,1,178.471,1
Nada De Ti,Eddie Palmieri,0.355502995,392.85506,0.522821818,5,-11.876,0,127.749,4
Everything Good (Everything Good Version),Gaither Vocal Band,0.361483733,200.14975,0.629186017,9,-5.564,1,122.015,4
Puzzle of Hearts,Sergio Mendes,0.492781168,322.11546,0.649095051,4,-13.935,0,103.177,3
Sweetest Goodbye,Maroon 5,0.843380274,270.70649,0.905477001,6,-6.247,1,164.049,4
Aunque MaA+-ana No Estes,Juan Carlos Baglietto,0.386630837,182.41261,0.540881349,2,-15.716,0,99.352,3
Vodne stocne,Krystof,0.372119119,252.57751,0.508636229,2,-7.546,1,156.107,4
Did Ya Say That,GZA/The Genius,0.399265,237.34812,0.616496039,5,-5.928,0,104.013,5
Streets On Fire,Vivian,0.452102265,229.61587,0.770847751,9,-6.859,0,101.139,4
After One Quarter Of A Revolution,Every Time I Die,0.564855751,124.13342,0.842423318,7,-3.988,1,114.638,1
Doctrines,Arthur Fiedler,0.379491424,496.1171,0.427298293,0,-17.73,1,95.234,3
Peter Pan (j'veux pas Aatre jeune) [feat. Les Pistons Flingueurs],Nicolas Bacchus,0.089998724,178.15465,0.340925899,5,-7.929,1,143.061,1
Butterflies,Poptart Monkeys,0.373282313,212.32281,0.563240547,1,-6.005,1,119.991,4
The Key,Melissa Auf der Maur,0.366816134,232.6722,0.569988889,4,-6.413,1,121.983,4
Dog Tagged,Kill The Client,0.464547023,57.18159,0.587768588,8,-2.541,0,138.207,1
Wagoner's Lad,John Sebastian,0.341288723,225.14893,0.518743959,7,-13.247,1,158.429,3
Baby Momma (Chopped & Screwed Version),Lil Boosie & Webbie,0.535891043,354.16771,0.596441898,1,-10.069,0,130.103,4
Games That Lovers Play,James Last,0.38065636,260.12689,0.601891975,2,-13.382,1,167.832,4
5 Foot 1,Iggy Pop,0.573554544,300.77342,0.789018489,2,-11.44,1,87.679,4
Fang Bu Sheng Fang,Eason Chan,0.395217687,275.59138,0.555277224,0,-12.034,1,72.882,4
Guajira Y Ven,Willie Colon,0.51912008,250.06975,0.621629436,0,-7.818,0,128.444,1
born again,Endres,0,154.01751,0.443987739,11,-7.342,0,127.985,4
What a Friend We Have in Jesus,Bill Murk,0,402.96444,0.184250147,1,-10.886,1,117.858,1
Love Goes Down (Part Deux),Annie Minogue Band,0.307366736,217.88689,0.474084038,5,-10.962,0,168.027,4
Sally Can't Dance,Lou Reed,0.481975849,211.66975,0.810696983,9,-10.906,1,154.038,4
Nothing To You,Milk Inc.,0.443098947,202.10893,0.652801355,0,-7.597,1,140.017,1
Lero Do Bolero,Nana Caymmi,0.348350022,188.65587,0.523633032,2,-10.449,1,110.411,4
Peigin is Peadar,Joe Heaney,0.288578616,147.43465,0.401327986,10,-18.184,1,102.649,3
World Wind,J-MACK,0.312848207,231.81016,0.42661995,4,-11.594,0,180.253,4
Take Five - Live,Hound Dog Taylor and The Houserockers,0.336820369,173.89669,0.450585596,11,-11.954,0,176.121,4
Sam und Bo_ N.E.O.,Samy Deluxe,0.393457111,247.01342,0.70549178,11,-6.08,0,114.072,5
Kindhearted Woman Blues,Robert Lockwood_ Jr.,0.341073301,162.45506,0.497942106,2,-13.158,1,99.701,1
Gun Shot,Akon,0.826777014,175.20281,1,0,-10.796,1,125.228,5
Dying To Stay,Alias,0.423021922,310.72608,0.645367956,1,-6.192,1,111.67,3
"Beneath The Valley Of The Underdog (Album Version + Hidden Track ""Talkin' Randy Tate's..."")",Mudhoney,0.476389109,519.13098,0.672680593,0,-6.591,1,131.642,3
Watchie Watchie,George Nooks,0.33953242,211.66975,0.563748627,11,-9.118,0,168.121,4
Superman,Donna Fargo,0.402627793,149.62893,0.496043252,11,-9.838,1,202.358,4
Fly Again (The Scumfrog Radio Edit),Kristine W.,0.407898467,239.80363,0.620379479,8,-4.554,0,131.909,4
The Everclear Song,Roger Creager,0.441559083,239.20281,0.674519457,7,-11.084,1,115.304,4
Streamline,System of a Down,0.587916679,217.59955,0.909957523,0,-3.955,1,130.867,4
El Chico Del Apartamento 512,Selena,0.545865917,207.93424,0.748320703,10,-4.8,0,101.947,4
One More Night,Phil Collins,0.578301634,285.98812,0.655921418,3,-11.341,1,136.32,4
Desperados,The Game,0.599859525,264.09751,0.927985931,8,-4.762,1,74.697,3
Bang,Badmarsh & Shri,0.402033856,263.31383,0.563421563,6,-6.715,1,87.327,3
Cumha Eoghain Rua Ui Neill (Lament For Owen Roe),Clannad,0.45576904,249.5473,0.684627554,7,-18.969,1,96.683,1
Todas Las Cosas Que Ella Me DiA3,Los Fabulosos Cadillacs,0.521726648,219.68934,0.774037142,0,-10.768,1,161.176,1
Going Back To New Orleans,Poncho Sanchez,0.373552391,282.20036,0.577228503,2,-7.151,1,198.855,7
Coyotes (Album Version),Jason Mraz,0.755334784,218.22649,0.842972108,5,-8.485,0,133.3,5
No Se Lo Que Me Da,Los Iracundos,0.377472507,159.08526,0.490193634,6,-6.856,1,115.616,4
Ice Cream Man,Session Americana,0,210.31138,0.444437249,7,-8.761,1,141.872,1
She Blinded Me With Science,Thomas Dolby,0.384230563,223.45098,0.641354081,9,-10.826,1,128.646,4
Rock Me Baby,Freddie King,0.382593001,304.50893,0.609636698,8,-13.19,1,102.785,4
Freak it all Night,DJ Guy,0.251895539,237.08689,0.388546284,7,-8.202,1,146.976,4
Bill Lynch,Jerry Lewis,0.296955682,446.37995,0.474829407,11,-21.969,0,145.333,5
Watching You,Ayo,0.390641236,232.28036,0.522590185,11,-15.606,0,117.495,4
What's He Doin' In My World,Eddy Arnold,0.397775654,128.96608,0.56412895,1,-11.863,1,102.151,5
"La RiviA""re De Ton Dos",Jacques Douai,0.14519083,115.51302,0.313851152,9,-17.944,0,91.302,1
Seven Days Too Long,Dexy's Midnight Runners,0.489458259,157.75302,0.679793556,8,-7.749,1,151.123,4
Coleman's No. 1 / Ton Double Fisel / Kiely Cotter's / How We Spent the Christmas,Moving Cloud,0.284719344,251.92444,0.449663444,2,-14.466,1,170.61,4
Speaker Problems,Johnny Vicious,0.360760017,27.16689,0.528615453,6,-25.822,1,131.525,1
Chain (Album Version),The Fire Theft,0.40349028,223.37261,0.520810396,6,-6.137,1,137.614,3
Hiekkaa (polvere),Tulipunaruusut,0.207285953,224.46975,0.308753634,5,-7.337,1,116.298,4
Let's Roll (Take 1),J.B.Lenoir,0.355974359,169.22077,0.520553746,9,-15.647,1,150.59,4
Satellite Of Love (Album Version),Porno For Pyros,0.409712678,223.05914,0.624967106,5,-8.961,1,151.741,4
For Anything,Vanessa Daou,0.403588238,179.93098,0.570825323,0,-13.949,1,102.006,4
Zig-Zag Walk,Foghat,0.496123346,208.66567,0.714201447,7,-7.792,0,132.159,4
Mopao,Africando All Stars,0.34822673,274.25914,0.563048689,0,-8.04,1,167.677,4
Peanuts (The Peanut Vendor),Fania All Stars,0.366006985,294.55628,0.52224734,6,-9.183,1,93.373,4
Go Baby (feat GemStones) (Explicit Album Version),Lupe Fiasco feat. GemStones,0.554633231,216.60689,0.902062927,5,-5.721,1,200.114,3
Cuento De La Buena Pipa,Las NiA+-as,0.281684227,217.62567,0.498057123,8,-7.008,0,115.584,4
Angry Young Men (LP Version),Randy Stonehill,0.325824019,215.2224,0.547947709,0,-13.538,1,137.113,5
Anytime You Need A Friend,Mariah Carey,0.787005469,652.40771,0.934935267,2,-7.863,1,121.884,4
Broderskapets ring,Dimmu Borgir,0.599602643,331.04934,0.826075467,10,-4.747,1,90.438,3
Rock And Roll (Could Never Hip Hop Like This) Part 2 featuring Lord Finesse_ Mike Shonoda_ Chester Bennington_ Rahzel_ Qbert_ Grand Wizard Theodore & Jazzy Jay (Instrumental),Handsome Boy Modeling School,0.410850787,384.70485,0.587029626,11,-10.498,1,118.241,4
Completeness,Minnie Riperton,0.38355747,212.13995,0.652860466,10,-11.799,0,109.474,4
"Perk trip - sleeping in ""tubes",Jeanne Robertson,0.249320347,486.42567,0.334283435,7,-12.33,1,58.47,4
Dasotmori Live,Megadrums,0.063724987,136.30649,0.327233191,0,-26.514,0,122.148,5
The Wickedness,Paul Glazby,0.350285512,517.56363,0.522490451,11,-7.956,0,147,4
Right here Waiting,Lightforce,0.349639366,397.26975,0.538404074,0,-11.018,1,140.026,4
God Is The Answer (Footprints In The Sand Album Version),Cristy Lane,0.33792075,99.10812,0.420615972,5,-10.644,1,108.895,4
Si Lu,Candy Lo,0.342537003,225.77587,0.484463044,3,-12.382,0,111.28,3
Baby Boy [feat. Beyonce],Sean Paul,0.619431422,245.34159,0.884461052,1,-7.663,1,91.099,4
Aa c'est Paris,Jacques Ferchit,0.199791576,157.09995,0.283206553,4,-8.511,1,125.163,4
Watch This Sounds,Jimmy Riley,0.299705214,239.90812,0.477724733,4,-6.295,1,143.854,4
Min Aporis,Antonis Remos,0,253.23057,0.299117766,11,-8.145,0,127.814,4
Teeny Weeny String Bikini,Gunther & the Sunshine Girls,0.394354684,240.40444,0.400993687,0,-3.33,1,131.991,4
Sarambeque,Charlie Byrd / Carlos Barbosa-Lima / Carlos Barbosa-Lima,0.310556083,152.34567,0.527339184,2,-15.872,1,182.672,4
J'Suis Dans La DAache,Patrick Bruel,0.432754337,258.5073,0.631151242,7,-16.176,0,48.385,4
Resurrection,Eddie Turner,0.33121499,146.1024,0.450743178,2,-5.804,0,89.984,4
Poema,AndrA(c) Verchuren,0.267124867,167.02649,0.360729206,2,-15.167,1,117.665,1
QuAtate La Ropa,Los DelinqA1/4entes,0.433945514,192.1824,0.605874049,9,-3.853,1,146.64,4
Mozart In Samba Motion,Laurindo Almeida,0.341904574,234.16118,0.560411686,10,-20.767,0,182.393,4
Lock The Door / Get Up Old Woman And Shake Yourself / What Ail's You? - (single jig),Seamus Egan,0.327954754,275.27791,0.477180009,2,-12.686,1,91.691,4
Do You Ever Think Of Me,Russ Morgan,0.298946784,149.002,0.407849997,5,-11.658,0,84.818,4
Perfect Peace,Twila Paris,0.401239122,202.70975,0.559901438,3,-11.051,1,101.998,3
Half Ain't Been Told,Otis Spann,0.368689373,283.29751,0.534464352,9,-15.029,0,113.838,3
Ten Days (Album Version),Missy Higgins,0.496351409,225.14893,0.77087265,5,-7.041,1,92.761,4
Rang De Basanti,Daler Mehndi;Chitra,0.350182732,363.80689,0.369373033,7,-7.403,0,105.026,4
The Blinding Sun,Gustavo Santaolalla,0.406626217,117.18485,0.643982592,2,-13.505,1,90.463,3
Machuca,Cabas,0.397414663,284.31628,0.606267927,4,-6.359,0,106.361,3
Einmal reich,UKW,0.325022933,249.57342,0.470124075,0,-7.066,1,162.006,4
Love N' Gold,C.C. Adcock,0.367007962,272.95302,0.423385847,9,-5.521,1,162.016,4
Where I Stood [Live],Missy Higgins,0.496351409,255.34649,0.77087265,9,-6.923,1,142.968,4
Simon,Jericho,0.405748956,223.92118,0.481983113,0,-12.532,1,96.261,7
Juke It Down,DJ Rashad,0.366847208,289.27955,0.402800199,7,-6.776,1,160.05,4
Grial II,TYR,0.431854183,293.38077,0.632608749,0,-6.342,0,149.234,4
Over And Over,Heavenly,0.468158756,206.18404,0.587594371,7,-11.429,1,174.395,4
The Question Is (Album Version),The Winans,0.344198188,277.83791,0.482148325,9,-9.947,1,110.123,4
Army Of One,Cass Fox,0.357482871,254.30159,0.49637812,2,-5.415,1,89.481,4
Todo A PulmA3n,Alejandro Lerner,0.361587942,267.31057,0.556750823,5,-11.947,1,128.48,1
Cosmic Forge (LP Version),Daath,0.35070666,267.78077,0.473963333,7,-2.818,1,123.033,4
Get A Hold,A Tribe Called Quest,0.543681107,215.27465,0.770040695,10,-8.089,0,95.192,4
Bancate Ese Defecto,Charly GarcAa,0.440370731,300.14649,0.620027189,4,-15.309,0,89.095,4
From Ivory Towers Above The Control Grid,Kalibas,0.360349392,164.20526,0.507955863,0,-6.035,0,93.507,1
Lullaby For The Summer,Jimi Hendrix,0.595069407,228.91057,0.840963901,1,-7.048,1,86.104,1
Disposition (feat. Jest),Vex'd,0.375367267,243.25179,0.40792493,6,-7.8,0,142.212,4
Hood Figga Juke,DJ Rashad featuring DJ Chi Boogie,0.366847208,150.7522,0.402800199,7,-1.827,0,154.995,4
Kurrajong,David Hudson,0.330212699,137.89995,0.480062115,0,-15.279,1,63.087,4
Hunger Strike,Temple Of The Dog,0.488944201,243.9571,0.630308846,7,-10.847,1,137.937,4
In This Skin,Jessica Simpson,0.586086207,258.76853,0.776885722,10,-4.964,1,95.103,4
Best Friend,Toni Braxton,0.555968804,267.2322,0.737972528,11,-9.272,1,123.755,4
M 14,Derek Bailey,0.375054446,237.53098,0.560914045,1,-13.278,1,61.305,5
Eric,The Monroes,0.387561697,260.0224,0.516258258,1,-5.048,1,145.941,4
Sellotape Flowers,Geiom,0.380917171,365.60934,0.505099139,1,-16.691,1,119.901,4
I Am The Walrus,Spooky Tooth / Mike Harrison,0.362174491,384.7571,0.559263502,2,-9.947,1,134.804,1
I Wont Let You Back In,California Oranges,0.255410309,216.58077,0.424202828,2,-7.192,1,122.015,4
Mari Mouri (Mary Has Died),Steve Riley & The Mamou Playboys,0.183182471,241.65832,0.391928205,0,-9.124,0,93.292,3
On The Other Hand (Album Version),Randy Travis,0.543225521,186.3571,0.78787777,5,-10.047,1,95.866,4
Pub Pusher,Republica,0.396490352,264.22812,0.614755589,5,-3.653,1,137.953,4
I'm Walking,Donnie McClurkin,0.487202995,318.82404,0.606011003,8,-4.996,1,230.041,3
Trouble,Bruce Robison,0.471869946,184.05832,0.578517415,5,-14.32,1,79.606,1
Desert Caravan,Oscar Lima,0.104101666,230.3473,0.282317588,9,-10.6,1,121.739,4
Born Again,The Freedom,0.313112032,257.82812,0.529659331,7,-6.766,1,108.634,4
Take The Time,Bad Company,0.482100019,253.02159,0.696816892,2,-8.885,1,131.564,4
Les Forains,Richard Galliano,0.423356106,190.74567,0.571422802,9,-12.7,0,98.987,1
Sunset In Akkarai,Desert Dwellers,0.355008769,194.76853,0.491050168,11,-9.457,1,180.009,4
Don't Stop,Jars Of Clay,0.575501205,223.89506,0.749029875,11,-6.103,1,127.969,4
Joaquin Torres Jr.,Los Originales De San Juan,0.440835007,250.48771,0.648902582,5,-7.658,1,103.02,1
Flame On,Big Daddy Kane,0.457711512,190.82404,0.645022666,11,-9.248,0,98.011,4
Alchemy Index Vol 1  Water 1 of 6,Thrice,0.519965479,224.28689,0.873238653,0,-11.607,1,125.604,4
C'est Toujours la MAame Histoire,Martha Wainwright,0.497568734,287.08526,0.704244766,10,-11.574,0,82.124,7
Ricerca nell' isola,Piero Umiliani,0.382545795,150.17751,0.588811881,9,-22.083,0,88.49,4
Let Me Out,Maximilian Hecker,0.43568407,295.60118,0.621121051,2,-12.397,1,65.941,4
Great Is Thy Faithfulness,Kathy Troccoli,0.365822369,186.69669,0.533659221,0,-17.424,1,90.854,3
Cool People Make Me Tired,Williamson,0.327875295,223.81669,0.478770834,11,-10.38,1,140.003,4
Velvet,Fergie,0.560205546,293.19791,0.873627174,11,-6.229,0,150.003,4
Paragon Rag  (LP Version),Joshua Rifkin,0.318458623,229.53751,0.44492125,7,-25.342,1,158.569,1
Eagle Eye,Bottom Of The Hudson,0.358423586,279.90159,0.498758408,4,-6.054,0,74.481,1
Voucher,Janitor Joe,0.362782941,122.72281,0.470012403,9,-12.663,0,66.932,1
Intro,A-Mei,0.367243766,71.88853,0.537844156,1,-12.015,1,120.232,4
Chowbay,Roy Buchanan,0.395273632,179.93098,0.605278303,3,-14.84,1,77.806,7
Soot and Stars,The Smashing Pumpkins,0.647224724,399.98649,0.88792045,7,-9.272,1,66.41,4
Future/Now (LP Version),MC5,0.45146606,381.30893,0.654860822,2,-11.996,0,171.944,7
Piney Brown (K.C.),Joe Turner / Pee Wee Crayton / Sonny Stitt,0.364586575,459.93751,0.473624124,0,-14.8,1,105.142,3
Jah Keep Us There,Rising Lion,0.30710777,258.2722,0.494587077,9,-11.599,1,105.027,4
Eimsbush bis 0711,Dynamite Deluxe,0.414834941,152.92036,0.633402342,11,-7.132,1,152.343,4
Carry The Weight,Xzibit,0.550212244,252.99546,0.747556581,8,-11.672,0,90.998,4
Cupareree or Graysinn,Les Witches,0.235118891,162.61179,0.421395973,0,-19.345,0,39.899,4
Pretty Please Me,Dickies,0.429547122,216.94649,0.506307966,11,-9.181,0,94,4
Try And Stop Me,The Creation,0.354454709,147.69587,0.555787461,2,-9.877,1,134.021,4
Las Muchachas,Sonora Carruseles,0.365026438,297.79546,0.560351641,9,-5.579,1,54.192,1
Here Without You,3 Doors Down,0.608849019,232.07138,0.840432467,10,-6.348,0,143.699,4
The Beginning of the Partnership,Nick Ingman;Gavyn Wright,0.31853603,120.94649,0.4074304,10,-14.77,1,137.465,1
Umbrellas Of Cherbourg,Manuel & The Music Of The Mountains,0.305849744,158.14485,0.284220404,2,-12.948,0,130.422,4
This One's For You,Barry Manilow,0.543706051,209.13587,0.676755655,11,-8.852,0,123.438,7
Passion,Paris Musette,0.244300509,132.07465,0.30549492,9,-7.115,0,222.916,1
Dans le calme de la nuit,Kali,0.39926515,240.45669,0.543350013,1,-6.513,1,120.406,3
Tin Pan Alley (aka Roughest Place In Town),Stevie Ray Vaughan And Double Trouble,0.544257506,551.91465,0.78303711,6,-17.293,0,113.447,1
Cool Water,Gene Autry,0.41458957,153.36444,0.583646435,0,-14.874,1,114.805,4
Dig Up,Cindy Morgan,0.417410467,217.83465,0.54474949,6,-5.267,1,108.941,4
The Big Stall,Theodore Shapiro,0.331260494,82.31138,0.428324821,0,-15.409,1,124.894,4
Heaven Can Wait,Michael Jackson,0.766545451,289.38404,0.86652032,11,-3.573,1,117.362,4
Follow The Light (Radio Edit),Sub Focus,0.515597568,214.83057,0.737893872,8,-7.016,1,86.991,4
Dissidents (The Search For Truth Part 1) (2009 Digital Remaster),Thomas Dolby,0.384230563,437.31546,0.641354081,11,-12.948,1,69.114,5
Noises,Taal,0.35329029,17.73669,0.41254463,0,-38.148,1,219.569,4
Carta De Amor,Egberto Gismonti,0.397620535,1.2273,0.558758556,0,-29.106,1,0,3
Yo Mouth (Skit),Tha Liks,0,33.09669,0.536655656,3,-11.443,0,156.021,5
Sweet Suffering Christ,Margaret Becker,0.404157671,242.12853,0.541917737,4,-16.69,0,110.828,3
When Disaster Strikes (Explicit LP Version),Busta Rhymes,0.539644312,205.00853,0.809828092,10,-8.165,0,100.44,4
Just Look At the Blessing,True Believers,0.328073305,258.0371,0.494073815,11,-5.997,1,97.979,4
Apisti,Christos Dantis,0.417593317,168.51546,0.480752276,11,-12.908,0,98.063,4
You Never Cry Like A Lover (LP Version),Eagles,0.6295148,240.97914,0.76702021,0,-9.328,1,90.719,1
Crazy Rhythm,Hank Penny,0.347598889,117.75955,0.445854631,5,-15.812,0,107.675,4
If That's True,Esperanza Spalding / Leo Genovese,0.460515742,451.29098,0.674248421,1,-12.242,1,106.187,4
Softly And Tenderly,Josh Turner,0.637302343,215.61424,0.791801556,4,-14.292,1,108.013,3
CB4,Slum Village,0.425450614,225.48853,0.674839436,1,-4.805,0,94.653,4
Concerto No.3 In D: Allegro,Francis Lai,0.371711094,155.16689,0.552719818,2,-13.921,1,96.474,1
Cero Codazos,Johnny Pacheco,0.341544413,152.31955,0.542232717,10,-14.02,1,116.045,4
Rockout_ Whatever You Feel Like,Cactus,0.398181055,240.3522,0.518310127,7,-5.7,1,140.496,1
The Rover (Takao Tajima Remix),Original Love,0.403794859,345.7824,0.5074476,0,-9.423,1,93.068,4
Beachport,Click / Click_ M_Ferri,0.31112311,451.49995,0.645443272,10,-10.665,0,126.019,4
Got To Give It Up,James Taylor Quartet,0.434253341,198.3473,0.583178831,7,-5.121,1,84.186,1
Winter In Finland,Moss,0.389535576,206.57587,0.602555589,4,-7.736,0,119.947,4
Azul Contente,Luciana Souza,0.360932335,259.23873,0.619396933,7,-24.424,1,161.191,1
Tras La Reja,Orquesta Sublime,0.30474366,184.00608,0.496244737,9,-4.395,0,118.656,1
Work Hard,Luciano,0.418736205,215.53587,0.515455654,6,-6.32,0,75.017,4
Won't Be Long,Rakim feat. Tracey Horton,0.418894705,291.97016,0.701260701,10,-6.342,0,168,4
So Not Over You (Motivo-Pop Lectro Mix),Simply Red,0.498563611,302.49751,0.731590593,7,-8.589,1,190.01,4
Yodelling Mad (2002 Digital Remaster),Frank Ifield,0.364817618,163.60444,0.469895309,0,-11.441,1,123.825,4
Show Me The Way,Mix Mob,0.333538925,194.7424,0.525491918,11,-7.347,0,187.284,4
Cruz,Christina Aguilera,0.725746082,229.53751,0.831240277,5,-5.426,1,139.629,5
Castillos Y SueA+-os,Las NiA+-as,0.281684227,183.48363,0.498057123,11,-8.794,0,112.006,5
Valium,Vincenzo,0.380154465,439.17016,0.457120797,0,-15.037,1,124.05,4
Only Lonely,Bon Jovi,0.718891456,302.28853,0.839297678,10,-4.621,0,120.72,4
Afonsina y el mar,Triana Pura,0.25474644,252.9171,0.322476082,2,-7.742,0,221.796,3
Happy Mother's Day,Casiotone For The Painfully Alone,0.394217199,47.46404,0.665322162,0,-11.088,1,72.685,5
Lieder_ Die Uns Ein Leben Lang Begleiten,Maria & Margot Hellwig/Die Garmischer AlpenjA$?ger,0.355899039,202.52689,0.642907249,2,-7.753,1,109.601,4
Take a Ride,Frost,0.468032528,216.99873,0.622079647,10,-5.464,0,91.988,4
All The Lessons,Melanie And The Secret Army,0,186.14812,,1,-2.644,1,110.459,4
C'est Toujours Le Matin,Cali,0.343844499,210.18077,0.616884544,9,-10.893,0,189.859,4
People Never Give Up,Curtis Mayfield,0.495306693,348.60363,0.786921231,11,-10.347,1,106.507,4
Let Him Fly,Patty Griffin,0.514523378,191.39873,0.716101705,2,-9.316,1,111.829,7
Roadhouse Blues (Live In Detroit) (LP Version),The Doors,0.584116573,403.61751,0.876829878,9,-9.053,0,131.013,4
Going Down,The Germs,0.40439264,111.49016,0.460701983,9,-8.889,1,115.763,4
The Cat Came Back,Laurie Berkner,0.37632596,167.00036,0.558481253,9,-10.62,1,139.628,1
Hiroshima,Utopia,0.430300279,449.2273,0.543936552,2,-20.101,1,106.307,4
The Bottom Line,Rick Astley,0.507464243,317.83138,0.754917646,0,-14.989,1,174.059,4
Outside,Mariah Carey,0.787005469,286.30159,0.934935267,7,-8.204,1,109.253,1
It'll All Come Around (Album Version),Back Door Slam,0.411545814,236.87791,0.55454855,1,-5.564,1,123.382,4
Marrakech,ATB,0.508177085,262.21669,0.790695939,6,-6.4,1,132.998,4
The Way,Saigon Kick,0.400221756,368.1171,0.52875006,9,-12.157,1,58.387,4
She's All I Ever Had,Ricky Martin,0.481426937,295.33995,0.730959086,11,-5.676,1,161.868,4
You're A Big Boy Now (Album Version),John Sebastian,0.341288723,170.762,0.518743959,10,-23.086,1,112.4,1
Exception To The Rule,Dann Huff,0.356984154,147.9571,0.590959002,1,-13.842,0,155.815,4
Dj,Markscheider Kunst,0.446445662,239.0722,0.541404969,7,-7.427,1,152.887,4
Sensemilla,Mighty Diamonds,0.414609585,253.57016,0.596834826,4,-7.268,0,155.827,4
I'm Hot,Erick Sermon,0.368336782,228.44036,0.577973753,1,-6.923,1,95.932,4
The Way You Do The Things You Do,Jerry Butler,0.389589781,149.78567,0.589259678,7,-9.979,1,124.253,4
Touch My Body,Mariah Carey,0.787005469,273.52771,0.934935267,11,-5.558,0,129.991,4
God Rest Ye Merry Gentlemen (World),R. Carlos Nakai,0.376939984,341.65506,0.577276089,9,-22.404,0,136.778,1
TA$?ysikasvuinen mies,YAPlintu,0.363341462,220.08118,0.46949151,2,-5.766,1,110.156,4
Me Lo Dijo Adela,Tito Rodriguez,0.23869635,174.81098,0.412867488,2,-9.315,0,110.065,4
Just As I Am (Arr.)  (Different From Track One),Eden's Bridge,0.346683795,163.7873,0.467318922,11,-20.32,0,120.039,1
The Song from Moulin Rogue Where Is Your Heart,Percy Faith & Felicia Sanders,0.388112774,198.39955,0.566796475,7,-16.686,1,83.461,3
What To Do,Alias,0.423021922,257.95873,0.645367956,2,-10.983,1,103.77,4
Girl Nation [Live],D.A.D.,0.433243834,259.94404,0.50039931,4,-9.12,1,152.462,4
But Not For Me,Frank Vignola,0.424983928,234.44853,0.528932162,5,-9.878,0,149.689,1
You Know It's True,The Cat's Miaow,0.351449541,137.29914,0.496593065,9,-12.645,0,116.257,4
All Burned Out,Savoy Brown,0.384290228,171.62404,0.60594723,7,-11.212,1,150.95,4
Edo Pou Ta Leme,Angela Dimitriou,0,163.29098,0.264713987,0,-8.189,0,90.063,4
Hey Sexy Lady,Shaggy / Brian & Tony Gold,0.542175166,199.94077,0.772292647,11,-6.469,1,101.786,4
RAMUKA,Tri Atma,0.256195089,325.04118,0.283933225,9,-12.269,0,110.651,4
Change The Way (Highlands Album Version),White Heart,0.337507289,287.9473,0.477364753,9,-8.212,0,132.106,4
